Experiment_ID, Trial_ID, Manufacturer, Model_Number, Serial_Number, Local_Bluetooth_Address, Local_UUID, Scan_Start_Time, Scan_Actual_End_Time, Scan_Length, scan_record_converted, Scan_Mode, Remote_Bluetooth_Address, deviceName, timestampNanos, Boot_Timestamp_MS, Boot_Date, Discovery_Date, bat_discovery_charge_counter, bat_discovery_current_now, bat_discovery_current_average, bat_discovery_current_capacity, txPowerLevel, rssi, bat_start_charge_counter, bat_start_current_now, bat_start_current_average, bat_start_current_capacity, bat_end_charge_counter, bat_end_current_now, bat_end_current_average, bat_end_current_capacity, 
1,19, HTC, HTC6525LVW, FA4BSSF00582, D4:0B:1A:0A:DC:BB,990005013901161,1430103600003,1430103900118,300000, Pos4, Low_Latency, 71:24:36:5B:5D:6A, ,31421927047697,1430072178191, 2015-04-26 14:16:18.191, 2015-04-26 23:00:00.118,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-15,-102,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-9223372036854775808,-9223372036854775808,-9223372036854775808,100, 
1,19, HTC, HTC6525LVW, FA4BSSF00582, D4:0B:1A:0A:DC:BB,990005013901161,1430103600003,1430103900118,300000, Pos1, Low_Latency, 46:0F:D3:BB:C9:D6, ,31421974232436,1430072178192, 2015-04-26 14:16:18.192, 2015-04-26 23:00:00.166,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-15,-86,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-9223372036854775808,-9223372036854775808,-9223372036854775808,100, 
1,19, HTC, HTC6525LVW, FA4BSSF00582, D4:0B:1A:0A:DC:BB,990005013901161,1430103600003,1430103900118,300000, Pos8, Low_Latency, 6C:13:64:D1:CE:DB, ,31421976926551,1430072178191, 2015-04-26 14:16:18.191, 2015-04-26 23:00:00.167,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-15,-98,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-9223372036854775808,-9223372036854775808,-9223372036854775808,100, 
1,19, HTC, HTC6525LVW, FA4BSSF00582, D4:0B:1A:0A:DC:BB,990005013901161,1430103600003,1430103900118,300000, Pos5, Low_Latency, 74:3D:CA:63:8B:3A, ,31421978596134,1430072178191, 2015-04-26 14:16:18.191, 2015-04-26 23:00:00.169,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-15,-97,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-9223372036854775808,-9223372036854775808,-9223372036854775808,100, 
1,19, HTC, HTC6525LVW, FA4BSSF00582, D4:0B:1A:0A:DC:BB,990005013901161,1430103600003,1430103900118,300000, Pos6, Low_Latency, 67:03:B3:08:AF:9C, ,31422030354832,1430072178192, 2015-04-26 14:16:18.192, 2015-04-26 23:00:00.222,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-15,-96,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-9223372036854775808,-9223372036854775808,-9223372036854775808,100, 
1,19, HTC, HTC6525LVW, FA4BSSF00582, D4:0B:1A:0A:DC:BB,990005013901161,1430103600003,1430103900118,300000, Pos4, Low_Latency, 71:24:36:5B:5D:6A, ,31422035037436,1430072178192, 2015-04-26 14:16:18.192, 2015-04-26 23:00:00.227,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-15,-96,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-9223372036854775808,-9223372036854775808,-9223372036854775808,100, 
1,19, HTC, HTC6525LVW, FA4BSSF00582, D4:0B:1A:0A:DC:BB,990005013901161,1430103600003,1430103900118,300000, Pos2, Low_Latency, 42:59:34:CD:71:50, ,31422037364467,1430072178191, 2015-04-26 14:16:18.191, 2015-04-26 23:00:00.228,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-15,-97,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-9223372036854775808,-9223372036854775808,-9223372036854775808,100, 
1,19, HTC, HTC6525LVW, FA4BSSF00582, D4:0B:1A:0A:DC:BB,990005013901161,1430103600003,1430103900118,300000, Pos1, Low_Latency, 46:0F:D3:BB:C9:D6, ,31422078800717,1430072178191, 2015-04-26 14:16:18.191, 2015-04-26 23:00:00.269,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-15,-87,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-9223372036854775808,-9223372036854775808,-9223372036854775808,100, 
1,19, HTC, HTC6525LVW, FA4BSSF00582, D4:0B:1A:0A:DC:BB,990005013901161,1430103600003,1430103900118,300000, Pos6, Low_Latency, 67:03:B3:08:AF:9C, ,31422140329988,1430072178191, 2015-04-26 14:16:18.191, 2015-04-26 23:00:00.331,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-15,-97,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-9223372036854775808,-9223372036854775808,-9223372036854775808,100, 
1,19, HTC, HTC6525LVW, FA4BSSF00582, D4:0B:1A:0A:DC:BB,990005013901161,1430103600003,1430103900118,300000, Pos1, Low_Latency, 46:0F:D3:BB:C9:D6, ,31422188042540,1430072178191, 2015-04-26 14:16:18.191, 2015-04-26 23:00:00.379,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-15,-86,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-9223372036854775808,-9223372036854775808,-9223372036854775808,100, 
