Experiment_ID, Trial_ID, Manufacturer, Model_Number, Serial_Number, Local_Bluetooth_Address, Local_UUID, Scan_Start_Time, Scan_Actual_End_Time, Scan_Length, scan_record_converted, Scan_Mode, Remote_Bluetooth_Address, deviceName, timestampNanos, Boot_Timestamp_MS, Boot_Date, Discovery_Date, bat_discovery_charge_counter, bat_discovery_current_now, bat_discovery_current_average, bat_discovery_current_capacity, txPowerLevel, rssi, bat_start_charge_counter, bat_start_current_now, bat_start_current_average, bat_start_current_capacity, bat_end_charge_counter, bat_end_current_now, bat_end_current_average, bat_end_current_capacity, 
1,29, HTC, HTC6525LVW, FA4BSSF00582, D4:0B:1A:0A:DC:BB,990005013901161,1430111760002,1430112060049,300000, Pos6, Low_Power, 6E:24:24:CC:0E:36, ,39581999591094, 1430072178191, 2015-04-26 14:16:18.191, 2015-04-27 01:16:00.190,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,1,-80,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-9223372036854775808,-9223372036854775808,-9223372036854775808, 100, 
1,29, HTC, HTC6525LVW, FA4BSSF00582, D4:0B:1A:0A:DC:BB,990005013901161,1430111760002,1430112060049,300000, Pos6, Low_Power, 6E:24:24:CC:0E:36, ,39582097189167, 1430072178192, 2015-04-26 14:16:18.192, 2015-04-27 01:16:00.289,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,1,-84,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-9223372036854775808,-9223372036854775808,-9223372036854775808, 100, 
1,29, HTC, HTC6525LVW, FA4BSSF00582, D4:0B:1A:0A:DC:BB,990005013901161,1430111760002,1430112060049,300000, Pos1, Low_Power, 64:13:E2:0D:99:FA, ,39582216162970, 1430072178192, 2015-04-26 14:16:18.192, 2015-04-27 01:16:00.408,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,1,-75,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-9223372036854775808,-9223372036854775808,-9223372036854775808, 100, 
1,29, HTC, HTC6525LVW, FA4BSSF00582, D4:0B:1A:0A:DC:BB,990005013901161,1430111760002,1430112060049,300000, Pos4, Low_Power, 4D:88:1B:A0:4A:4F, ,39582227878438, 1430072178191, 2015-04-26 14:16:18.191, 2015-04-27 01:16:00.418,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,1,-93,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-9223372036854775808,-9223372036854775808,-9223372036854775808, 100, 
1,29, HTC, HTC6525LVW, FA4BSSF00582, D4:0B:1A:0A:DC:BB,990005013901161,1430111760002,1430112060049,300000, Pos4, Low_Power, 4D:88:1B:A0:4A:4F, ,39582323062814, 1430072178192, 2015-04-26 14:16:18.192, 2015-04-27 01:16:00.515,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,1,-92,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-9223372036854775808,-9223372036854775808,-9223372036854775808, 100, 
1,29, HTC, HTC6525LVW, FA4BSSF00582, D4:0B:1A:0A:DC:BB,990005013901161,1430111760002,1430112060049,300000, Pos10, 40:E6:32:88:69:13, , 39582555018491,1430072178192, 2015-04-26 14:16:18.192, 2015-04-27 01:16:00.747, -9223372036854775808,-9223372036854775808,-9223372036854775808,100,1,-96,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-9223372036854775808,-9223372036854775808,-9223372036854775808,100, ,
1,29, HTC, HTC6525LVW, FA4BSSF00582, D4:0B:1A:0A:DC:BB,990005013901161,1430111760002,1430112060049,300000, Pos7, Low_Power, 77:C4:6F:BC:3D:C9, ,39582657710990, 1430072178191, 2015-04-26 14:16:18.191, 2015-04-27 01:16:00.848,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,1,-84,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-9223372036854775808,-9223372036854775808,-9223372036854775808, 100, 
1,29, HTC, HTC6525LVW, FA4BSSF00582, D4:0B:1A:0A:DC:BB,990005013901161,1430111760002,1430112060049,300000, Pos9, Low_Power, 5A:30:5D:2F:9C:E5, ,39583011497552, 1430072178192, 2015-04-26 14:16:18.192, 2015-04-27 01:16:01.203,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,1,-92,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-9223372036854775808,-9223372036854775808,-9223372036854775808, 100, 
1,29, HTC, HTC6525LVW, FA4BSSF00582, D4:0B:1A:0A:DC:BB,990005013901161,1430111760002,1430112060049,300000, Pos9, Low_Power, 5A:30:5D:2F:9C:E5, ,39583117097813, 1430072178192, 2015-04-26 14:16:18.192, 2015-04-27 01:16:01.309,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,1,-94,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-9223372036854775808,-9223372036854775808,-9223372036854775808, 100, 
1,29, HTC, HTC6525LVW, FA4BSSF00582, D4:0B:1A:0A:DC:BB,990005013901161,1430111760002,1430112060049,300000, Pos8, Low_Power, 58:CA:A4:71:F2:2A, ,39583231246563, 1430072178191, 2015-04-26 14:16:18.191, 2015-04-27 01:16:01.422,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,1,-87,-9223372036854775808,-9223372036854775808,-9223372036854775808,100,-9223372036854775808,-9223372036854775808,-9223372036854775808, 100, 
